orig_book_index	orig_chapter	orig_verse	text
40N	8	8	ענא קנטרונא הו ואמר מרי לא שׁוא אנא דתעול תחית מטללי אלא בלחוד אמר במלתא ונתאסא טליי ܀
40N	8	9	אפ אנא גיר גברא אנא דתחית שׁולטנא ואית תחית אידי אסטרטיוטא ואמר אנא להנא דזל ואזל ולאחרנא דתא ואתא ולעבדי דעבד הדא ועבד ܀
40N	8	10	כד שׁמע דינ ישׁוע אתדמר ואמר לדאתינ עמה אמינ אמר אנא לכונ דאפ לא באיסראיל אשׁכחת איכ הדא הימנותא ܀
40N	8	11	אמר אנא לכונ דינ דסגיאא נאתונ מנ מדנחא ומנ מערבא ונסתמכונ עמ אברהמ ואיסחק ויעקוב במלכותא דשׁמיא ܀
40N	8	12	בניה דינ דמלכותא נפקונ לחשׁוכא בריא תמנ נהוא בכיא וחורק שׁנא ܀
40N	8	13	ואמר ישׁוע לקנטרונא הו זל איכנא דהימנת נהוא לכ ואתאסי טליה בה בשׁעתא ܀
40N	8	14	ואתא ישׁוע לביתה דשׁמעונ וחזא לחמתה דרמיא ואחידא לה אשׁתא ܀
40N	8	15	וקרב לאידה ושׁבקתה אשׁתא וקמת ומשׁמשׁא הות לה ܀
40N	8	16	כד הוא דינ רמשׁא קרבו קדמוהי דיונא סגיאא ואפק דיויהונ במלתא ולכלהונ אילינ דבישׁאית עבידינ הוו אסי אנונ ܀
40N	8	17	איכ דנתמלא מדמ דאתאמר ביד אשׁעיא נביא דאמר דהו נסב כאבינ וכורהנינ נטענ ܀
40N	8	18	כד חזא דינ ישׁוע כנשׁא סגיאא דחדירינ לה פקד דנאזלונ לעברא ܀
40N	8	19	וקרב ספרא חד ואמר לה רבי אתא בתרכ לאתר דאזל אנת ܀
40N	8	20	אמר לה ישׁוע לתעלא נקעא אית להונ ולפרחתא דשׁמיא מטללא ברה דינ דאנשׁא לית לה איכא דנסמוכ רשׁה ܀
40N	8	21	אחרנא דינ מנ תלמידוהי אמר לה מרי אפס לי לוקדמ אזל אקבור אבי ܀
40N	8	22	ישׁוע דינ אמר לה תא בתרי ושׁבוק למיתא קברינ מיתיהונ ܀
40N	8	23	וכד סלק ישׁוע לספינתא סלקו עמה תלמידוהי ܀
40N	8	24	והא זועא רבא הוא בימא איכנא דאלפא תתכסא מנ גללא הו דינ ישׁוע דמיכ הוא ܀
40N	8	25	וקרבו תלמידוהי אעירוהי ואמרינ לה מרנ פצנ אבדינ חננ ܀
40N	8	26	אמר להונ ישׁוע למנא דחולתנינ אנתונ זעורי הימנותא הידינ קמ וכאא ברוחא ובימא והוא שׁליא רבא ܀
40N	8	27	אנשׁא דינ אתדמרו ואמרינ מנו הנא דרוחא וימא משׁתמעינ לה ܀
40N	8	28	וכד אתא ישׁוע לעברא לאתרא דגדריא ארעוהי תרינ דיונא דנפקינ מנ בית קבורא בישׁא דטב איכ דלא אנשׁ נשׁכח נעבר בהי אורחא ܀
40N	8	29	וקעו ואמרינ מא לנ ולכ ישׁוע ברה דאלהא אתית לכא קדמ זבנא דתשׁנקנ ܀
40N	8	30	אית הוא דינ להל מנהונ בקרא דחזירא סגיאא דרעיא ܀
40N	8	31	הנונ דינ שׁאדא בעינ הוו מנה ואמרינ אנ מפק אנת לנ אפס לנ דנאזל לבקרא דחזירא ܀
40N	8	32	אמר להונ ישׁוע זלו ומחדא נפקו ועלו בחזירא וכלה בקרא הי תרצת לעל לשׁקיפא ונפלו בימא ומיתו במיא ܀
40N	8	33	הנונ דינ דרעינ הוו ערקו ואזלו למדינתא וחויו כלמדמ דהוא ודהנונ דיונא ܀ 34 ונפקת כלה מדינתא לאורעה דישׁוע וכד חזאוהי בעו מנה דנשׁנא מנ תחומיהונ ܀
40N	8	34	 
40N	9	1	וסלק לאלפא ועבר אתא למדינתה ܀
40N	9	2	וקרבו לה משׁריא כד רמא בערסא וחזא ישׁוע הימנותהונ ואמר להו משׁריא אתלבב ברי שׁביקינ לכ חטהיכ ܀
40N	9	3	אנשׁא דינ מנ ספרא אמרו בנפשׁהונ הנא מגדפ ܀
40N	9	4	ישׁוע דינ ידע מחשׁבתהונ ואמר להונ מנא מתחשׁבינ אנתונ בישׁתא בלבכונ ܀
40N	9	5	מנא גיר פשׁיק למאמר דשׁביקינ לכ חטהיכ או למאמר קומ הלכ ܀
40N	9	6	דתדעונ דינ דשׁולטנא אית לברה דאנשׁא בארעא למשׁבק חטהא אמר להו משׁריא קומ שׁקול ערסכ וזל לביתכ ܀
40N	9	7	וקמ אזל לביתה ܀
40N	9	8	כד חזו דינ כנשׁא הנונ דחלו ושׁבחו לאלהא דיהב שׁולטנא דאיכ הנא לבנינשׁא ܀
40N	9	9	וכד עבר ישׁוע מנ תמנ חזא גברא דיתב בית מכסא דשׁמה מתי ואמר לה תא בתרי וקמ אזל בתרה ܀
40N	9	10	וכד סמיכינ בביתא אתו מכסא וחטיא סגיאא אסתמכו עמ ישׁוע ועמ תלמידוהי ܀
40N	9	11	וכד חזו פרישׁא אמרינ לתלמידוהי למנא עמ מכסא וחטיא לעס רבכונ ܀
40N	9	12	ישׁוע דינ כד שׁמע אמר להונ לא סניקינ חלימא על אסיא אלא אילינ דבישׁאית עבידינ ܀
40N	9	13	זלו ילפו מנו חננא בעא אנא ולא דבחתא לא גיר אתית דאקרא לזדיקא אלא לחטיא ܀
40N	9	14	הידינ קרבו לה תלמידוהי דיוחננ ואמרינ למנא חננ ופרישׁא צימינ חננ סגי ותלמידיכ לא צימינ ܀
40N	9	15	אמר להונ ישׁוע דלמא משׁכחינ בנוהי דגנונא למצמ כמא דחתנא עמהונ אתינ דינ יומתא כד נשׁתקל מנהונ חתנא והידינ נצומונ ܀
40N	9	16	לא אנשׁ רמא אורקעתא חדתא על נחתא בליא דלא תתופ מליותה מנ הו נחתא ונהוא בזעא יתירא ܀
40N	9	17	ולא רמינ חמרא חדתא בזקא בליתא דלא מצטרינ זקא וחמרא מתאשׁד וזקא אבדנ אלא רמינ חמרא חדתא בזקא חדתתא ותריהונ מתנטרינ ܀
40N	9	18	כד דינ הלינ ממלל הוא עמהונ אתא ארכונא חד קרב סגד לה ואמר ברתי השׁא מיתת אלא תא סימ אידכ עליה ותחא ܀
40N	9	19	וקמ ישׁוע ותלמידוהי ואזלו בתרה ܀
40N	9	20	והא אנתתא דרדא הוא דמה שׁנינ תרתעסרא אתת מנ בסתרה וקרבת לקרנא דלבושׁה ܀
40N	9	21	אמרא הות גיר בנפשׁה אפנ בלחוד למאנה קרבא אנא מתאסיא אנא ܀
40N	9	22	ישׁוע דינ אתפני חזה ואמר לה אתלבבי ברתי הימנותכי אחיתכי ואתאסית אנתתא הי מנ הי שׁעתא ܀
40N	9	23	ואתא ישׁוע לביתה דארכונא וחזא זמרא וכנשׁא דמשׁתגשׁינ ܀
40N	9	24	ואמר להונ פרוקו לכונ טליתא גיר לא מיתת אלא דמכא הי וגחכינ הוו עלוהי ܀
40N	9	25	וכד אפק לכנשׁא על אחדה באידה וקמת טליתא ܀
40N	9	26	ונפק טבא הנא בכלה ארעא הי ܀
40N	9	27	וכד עבר ישׁוע מנ תמנ דבקוהי סמיא תרינ דקעינ ואמרינ אתרחמ עלינ ברה דדויד ܀
40N	9	28	וכד אתא לביתא קרבו לה הנונ סמיא אמר להונ ישׁוע מהימנינ אנתונ דמשׁכח אנא הדא למעבד אמרינ לה אינ מרנ ܀
40N	9	29	הידינ קרב לעיניהונ ואמר איכנא דהימנתונ נהוא לכונ ܀
40N	9	30	ומחדא אתפתח עיניהונ וכאא בהונ ישׁוע ואמר חזו לא אנשׁ נדע ܀
40N	9	31	הנונ דינ נפקו אטבוהי בכלה ארעא הי ܀
40N	9	32	וכד נפק ישׁוע קרבו לה חרשׁא דאית עלוהי דיוא ܀
40N	9	33	ומנ דנפק דיוא מלל הו חרשׁא ואתדמרו כנשׁא ואמרינ לא מתומ אתחזי הכנא באיסראיל ܀
40N	9	34	פרישׁא דינ אמרינ הוו ברשׁא דדיוא מפק דיוא ܀
40N	9	35	ומתכרכ הוא ישׁוע במדינתא כלהינ ובקוריא ומלפ הוא בכנושׁתהונ ומכרז סברתא דמלכותא ומאסא כל כורהנינ וכל כאבינ ܀
40N	9	36	כד חזא דינ ישׁוע לכנשׁא אתרחמ עליהונ דלאינ הוו ושׁרינ איכ ערבא דלית להונ רעיא ܀
40N	9	37	ואמר לתלמידוהי חצדא סגי ופעלא זעורינ ܀ 38 בעו הכיל מנ מרא חצדא דנפק פעלא לחצדה ܀
40N	9	38	 
40N	10	1	וקרא לתרעסר תלמידוהי ויהב להונ שׁולטנא על רוחא טנפתא דנפקונ ולמאסיו כל כאב וכורהנ ܀
40N	10	2	דילהונ דינ דתרעסר שׁליחא שׁמהא איתיהונ הלינ קדמיהונ שׁמעונ דמתקרא כאפא ואנדראוס אחוהי ויעקוב בר זבדי ויוחננ אחוהי ܀
40N	10	3	ופיליפוס ובר תולמי ותאומא ומתי מכסא ויעקוב בר חלפי ולבי דאתכני תדי ܀
40N	10	4	ושׁמעונ קנניא ויהודא סכריוטא הו דאשׁלמה ܀
40N	10	5	להלינ תרעסר שׁדר ישׁוע ופקד אנונ ואמר באורחא דחנפא לא תאזלונ ולמדינתא דשׁמריא לא תעלונ ܀
40N	10	6	זלו לכונ דינ יתיראית לות ערבא דאבדו מנ בית יסריל ܀
40N	10	7	וכד אזלינ אנתונ אכרזו ואמרו דקרבת מלכותא דשׁמיא ܀
40N	10	8	כריהא אסו וגרבא דכו ודיוא אפקו מגנ נסבתונ מגנ הבו ܀
40N	10	9	לא תקנונ דהבא ולא סאמא ולא נחשׁא בכיסיכונ ܀
40N	10	10	ולא תרמלא לאורחא ולא תרתינ כותינינ ולא מסנא ולא שׁבטא שׁוא הו גיר פעלא סיברתה ܀
40N	10	11	לאידא דינ מדינתא או קריתא דעאלינ אנתונ לה שׁאלו מנו שׁוא בה ותמנ הוו עדמא דנפקינ אנתונ ܀
40N	10	12	ומא דעאלינ אנתונ לביתא שׁאלו שׁלמה דביתא ܀
40N	10	13	ואנ הו דשׁוא ביתא שׁלמכונ נאתא עלוהי אנ דינ לא שׁוא שׁלמכונ עליכונ נפנא ܀
40N	10	14	מנ דלא דינ מקבל לכונ ולא שׁמע מליכונ כד נפקינ אנתונ מנ ביתא או מנ קריתא הי פצו חלא מנ רגליכונ ܀
40N	10	15	ואמינ אמר אנא לכונ דלארעא דסדומ ודעמורא נהוא ניח ביומא דדינא או למדינתא הי ܀
40N	10	16	הא אנא משׁדר אנא לכונ איכ אמרא ביני דאבא הוו הכיל חכימא איכ חוותא ותמימא איכ יונא ܀
40N	10	17	אזדהרו דינ מנ בנינשׁא משׁלמינ לכונ גיר לבית דינא ובכנושׁתהונ ננגדונכונ ܀
40N	10	18	וקדמ הגמונא ומלכא מקרבינ לכונ מטלתי לסהדותא דילהונ ודעממא ܀
40N	10	19	אמתי דינ דנשׁלמונכונ לא תאצפונ איכנא או מנא תמללונ מתיהב לכונ גיר בהי שׁעתא מא דתמללונ ܀
40N	10	20	לא הוא גיר אנתונ ממללינ אלא רוחא דאבוכונ ממללא בכונ ܀
40N	10	21	נשׁלמ דינ אחא לאחוהי למותא ואבא לברה ונקומונ בניא על אבהיהונ ונמיתונ אנונ ܀
40N	10	22	ותהוונ סניאינ מנ כלנשׁ מטל שׁמי אינא דינ דנסיבר עדמא לחרתא הו נחא ܀
40N	10	23	מא דרדפינ לכונ דינ במדינתא הדא ערוקו לכונ לאחרתא אמינ גיר אמר אנא לכונ דלא תשׁלמונ אנינ כלהינ מדינתא דבית איסריל עדמא דנאתא ברה דאנשׁא ܀
40N	10	24	לית תלמידא דיתיר מנ רבה ולא עבדא מנ מרה ܀
40N	10	25	ספק לה לתלמידא דנהוא איכ רבה ולעבדא איכ מרה אנ למרה דביתא קרו בעלזבוב חד כמא לבני ביתה ܀
40N	10	26	לא הכיל תדחלונ מנהונ לית גיר מדמ דכסא דלא נתגלא ודמטשׁי דלא נתידע ܀
40N	10	27	מדמ דאמר אנא לכונ בחשׁוכא אומרוהי אנתונ בנהירא ומדמ דבאדניכונ שׁמעינ אנתונ אכרזו על אגרא ܀
40N	10	28	ולא תדחלונ מנ אילינ דקטלינ פגרא נפשׁא דינ לא משׁכחינ למקטל דחלו דינ יתיראית מנ מנ דמשׁכח דלנפשׁא ולפגרא נובד בגהנא ܀
40N	10	29	לא תרתינ צפרינ מזדבננ באסר וחדא מנהינ בלעד מנ אבוכונ לא נפלא על ארעא ܀
40N	10	30	דילכונ דינ אפ מנא דרשׁכונ כלהינ מנינ אנינ ܀
40N	10	31	לא הכיל תדחלונ מנ צפרא סגיאתא מיתרינ אנתונ ܀
40N	10	32	כלנשׁ הכיל דנודא בי קדמ בנינשׁא אודא בה אפ אנא קדמ אבי דבשׁמיא ܀
40N	10	33	מנ דינ דנכפור בי קדמ בנינשׁא אכפור בה אפ אנא קדמ אבי דבשׁמיא ܀
40N	10	34	לא תסברונ דאתית דארמא שׁינא בארעא לא אתית דארמא שׁינא אלא חרבא ܀
40N	10	35	אתית גיר דאפלוג גברא על אבוהי וברתא על אמה וכלתא על חמתה ܀
40N	10	36	ובעלדבבוהי דגברא בני ביתה ܀
40N	10	37	מנ דרחמ אבא או אמא יתיר מנ דלי לא שׁוא לי ומנ דרחמ ברא או ברתא יתיר מנ דלי לא שׁוא לי ܀
40N	10	38	וכל דלא שׁקל זקיפה ואתא בתרי לא שׁוא לי ܀
40N	10	39	מנ דאשׁכח נפשׁה נובדיה ומנ דנובד נפשׁה מטלתי נשׁכחיה ܀
40N	10	40	מנ דמקבל לכונ לי מקבל ומנ דלי מקבל למנ דשׁלחני מקבל ܀
40N	10	41	מנ דמקבל נביא בשׁמ נביא אגרא דנביא נסב ומנ דמקבל זדיקא בשׁמ זדיקא אגרא דזדיקא נסב ܀ 42 וכל דמשׁקא לחד מנ הלינ זעורא כסא דקרירא בלחוד בשׁמא דתלמידא אמינ אמר אנא לכונ דלא נובד אגרה ܀
40N	10	42	 
40N	11	1	והוא דכד שׁלמ ישׁוע למפקדו לתרעסר תלמידוהי שׁני מנ תמנ למלפו ולמכרזו במדינתהונ ܀
40N	11	2	יוחננ דינ כד שׁמע בית אסירא עבדוהי דמשׁיחא שׁדר ביד תלמידוהי ܀
40N	11	3	ואמר לה אנת הו הו דאתא או לאחרינ הו מסכינ אנחננ ܀
40N	11	4	ענא ישׁוע ואמר להונ זלו אשׁתעו ליוחננ אילינ דשׁמעינ אנתונ וחזינ ܀
40N	11	5	סמיא חזינ וחגירא מהלכינ וגרבא מתדכינ וחרשׁא שׁמעינ ומיתא קימינ ומסכנא מסתברינ ܀
40N	11	6	וטובוהי לאינא דלא נתכשׁל בי ܀
40N	11	7	כד דינ אזלו שׁרי ישׁוע למאמר לכנשׁא על יוחננ מנא נפקתונ לחורבא למחזא קניא דמנ רוחא מתתזיע ܀
40N	11	8	ואלא מנא נפקתונ למחזא גברא דנחתא רכיכא לבישׁ הא אילינ דרכיכא לבישׁינ בית מלכא אנונ ܀
40N	11	9	ואלא מנא נפקתונ למחזא נביא אינ אמר אנא לכונ ויתיר מנ נביא ܀
40N	11	10	הנו גיר דעלוהי כתיב דהא אנא משׁדר אנא מלאכי קדמ פרצופכ דנתקנ אורחא קדמיכ ܀
40N	11	11	אמינ אמרנא לכונ דלא קמ בילידי נשׁא דרב מנ יוחננ מעמדנא זעורא דינ במלכות שׁמיא רב הו מנה ܀
40N	11	12	מנ יומי יוחננ דינ מעמדנא ועדמא להשׁא מלכותא דשׁמיא בקטירא מתדברא וקטירנא מחטפינ לה ܀
